FacilityName,FacilityType,LicenseNumber,Licensee_name,LocationAddress,LocationCity,LocationState,LocationZipCode,LocationCounty,MailAddress,MailState,MailZipCode,TelephoneNmbr,FaxNmbr,LicensedBedCount,Source_DSHS_Data,hsystem_contract,contact_person,contact_person_title,num_employees,num_resident,facility_email,cellphone_number,total_afh_same_management,region
LUXURY LIVING ADULT FAMILY HOME INC,AF,752309,This variable does not exist for Adult Family Homes,2010 S 312TH ST,FEDERAL WAY,WA,98003,King,2010 S 312TH ST,WA,98003,(206) 429-3658,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,SAIDU SESAY,Resident Manager,0,0,NA,NA,1,3
LUZS HOME CARE,AF,574401,This variable does not exist for Adult Family Homes,5069 Renton Ave S,Seattle,WA,98118,King,5069 Renton Ave S,WA,98118,(206) 723-1452,,4,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Luz De Vera,Provider,2,3,luzdevjc@gmail.com,(206)353-6918 (Mobile),1,4
LYS ADULT FAMILY HOME,AF,95202,This variable does not exist for Adult Family Homes,19265 OCCIDENTAL AVE S,SEATTLE,WA,98148,King,19265 OCCIDENTAL AVE S,WA,98148,(206) 870-3466,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Ly Houy Ngor,Provider,1,3,NA,(206)304-3661 (Mobile),1,4
MACADAM COURT,AF,751976,This variable does not exist for Adult Family Homes,13534 MacAdam Rd S,Tukwila,WA,98168,King,13534 MacAdam Rd S,WA,98168,(206) 243-6226,(206) 466-1904,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,DARYL CHU,Resident Manager,No response,No response,NA,(206)883-6509 (Mobile),2,3
MACADAM COURT 2,AF,752537,This variable does not exist for Adult Family Homes,13534 MACADAM RD S #100,TUKWILA,WA,98168,King,13534 MACADAM RD S #100,WA,98168,,(206) 466-1904,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,LOURDES CHU,Resident Manager,No response,No response,NA,(206)883-6509 (Mobile),2,3
MACS ADULT FAMILY HOME,AF,627301,This variable does not exist for Adult Family Homes,8824 BURKE AVE NORTH,SEATTLE,WA,98103,King,8824 BURKE AVE NORTH,WA,98103,(206) 527-7094,,2,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Laurette Delves,Provider,No response,No response,NA,NA,1,4
MAGDALINA'S ADULT FAMILY HOME,AF,512400,This variable does not exist for Adult Family Homes,2001 164TH AVE NE,BELLEVUE,WA,98008,King,2001 164th Ave. NE,WA,98008,(425) 641-7787,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Magdalina Mihaiuc,Representative,2,3,NA,(425)941-6607 (Mobile),1,2
MAGGIES AFH,AF,750596,This variable does not exist for Adult Family Homes,805 S 309TH PLACE,FEDERAL WAY,WA,98003,King,805 S 309TH PLACE,WA,98003,(253) 941-3293,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,MARGARET IGBEKOYI,Provider,2,5,NA,NA,1,3
MAGNOLIA ADULT FAMILY HOME INC,AF,694300,This variable does not exist for Adult Family Homes,4326 29TH AVE WEST,SEATTLE,WA,98199,King,PO BOX 99371,WA,98139,(206) 285-8550,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Mary Cruise,Representative,No response,No response,NA,NA,1,4
MAGNOLIA BESTCARE ADULT FAMILY HOME LLC,AF,752338,This variable does not exist for Adult Family Homes,3837 31ST AVE W,SEATTLE,WA,98199,King,3837 31ST AVE W,WA,98199,(206) 213-3509,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,ROMUEL GUCE,Resident Manager,7,6,NA,(206)240-3831 (Mobile),1,4
Magnolia Domicile,AF,754287,This variable does not exist for Adult Family Homes,3410 35TH AVE W,SEATTLE,WA,98199,King,3410 35TH AVE W,WA,98199,(206) 352-7512,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Maria Theresa Delapaz-Padilla,Resident Manager,5,5,docnurstey@yahoo.com,(909)680-5857 (Mobile),1,4
Magnolia Domicile LLC,AF,753143,This variable does not exist for Adult Family Homes,3408 35th Ave W,Seattle,WA,98199,King,3408 35th Ave W,WA,98199,(206) 352-7512,(206) 519-2320,4,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Jeremias Domingo,Resident Manager,3,4,leidomingo921@hotmail.com,(206)267-8640 (Mobile),1,4
Magnolia Home Care,AF,753170,This variable does not exist for Adult Family Homes,2515 W Halladay St,Seattle,WA,98199,King,3223 12th Ave W,WA,98119,(206) 284-5675,,3,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Amor Youngs,Resident Manager,3,2,dannyyy@comcast.net,(206)713-8186 (Mobile),4,4
MAGNOLIA HOME CARE,AF,703300,This variable does not exist for Adult Family Homes,2381 W VIEWMONT WAY W,SEATTLE,WA,98199,King,2381 W VIEWMONT WAY W,WA,98199,(206) 283-9695,,4,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Nenita Clyne,Resident Manager,5,3,NA,(206)713-8186 (Mobile),1,4
MAGNOLIA HOME CARE,AF,604200,This variable does not exist for Adult Family Homes,2505 W SMITH ST,SEATTLE,WA,98199,King,2505 W SMITH ST,WA,98199,(206) 352-5339,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Estrella Wilson,Resident Manager,5,5,NA,NA,1,4
MAGNOLIA HOME CARE,AF,132600,This variable does not exist for Adult Family Homes,2615 25TH AVE W,SEATTLE,WA,98199,King,3223 12th ave w,WA,98119,(206) 286-0937,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Amor Youngs,Provider,5,6,NA,NA,4,4
Magnolia Home Care Inc.,AF,754428,This variable does not exist for Adult Family Homes,2424 24TH AVE W,SEATTLE,WA,98199,King,3223 12th Ave W,WA,98119,(206) 284-5675,,4,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Angelina Jimenez,Resident Manager,3,3,Dannyyy@comcast.net,(206)713-8186 (Mobile),4,4
Magnolia Senior Care Inc,AF,753211,This variable does not exist for Adult Family Homes,14613 12th Ave SW,Burien,WA,98166,King,14613 12th Ave SW,WA,98166,(206) 453-5082,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Michelle David,Resident Manager,2,6,mvdavid@comcast.net,(206)251-8935 (Mobile),1,3
MAGNOLIAS PREMIER ADULT FAMILY HOME LLC,AF,751461,This variable does not exist for Adult Family Homes,2833 26TH AVE W,SEATTLE,WA,98199,King,2833 26TH AVE W,WA,98199,(206) 282-2620,(206) 294-5688,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Kandace Hyde,Resident Manager,9,5,NA,(206)465-9441 (Mobile),1,4
Majestic Senior Care LLC,AF,753073,This variable does not exist for Adult Family Homes,10208 126th Ave NE,Kirkland,WA,98033,King,10208 126th Ave NE,WA,98033,(425) 576-5424,(425) 576-5444,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Debora Ciurdas,Resident Manager,No response,No response,dciurdas@yahoo.com,(425)200-8969 (Mobile),1,2
MAMAS HOME,AF,628900,This variable does not exist for Adult Family Homes,23839 14TH AVE S,DES MOINES,WA,98198,King,23839 14TH AVE S,WA,98198,(206) 824-5683,(206) 429-3098,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Ines Frivaldo,Provider,2,4,NA,(206)859-1322 (Mobile),1,3
MANNA CARE & SERVICES LLC,AF,753369,This variable does not exist for Adult Family Homes,32027 26TH Ave SW,Federal Way,WA,98023,King,32027 26TH Ave SW,WA,98023,(239) 694-4390,(253) 326-5077,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Esther Pangga,Resident Manager,2,2,estquezada@yahoo.com,(253)709-7584 (Mobile),1,3
Manor Care AFH LLC,AF,754107,This variable does not exist for Adult Family Homes,28514 40th Ave S,Auburn,WA,98001,King,28704 18th Ave S Apt V202,WA,98003,(253) 813-3624,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Dieynaba Kouyate,Resident Manager,3,4,dienekouyate@yahoo.com,(253)389-9033 (Mobile),1,3
MAPLE GARDEN AFH LLC,AF,752793,This variable does not exist for Adult Family Homes,505 R STREET NE,AUBURN,WA,98002,King,505 R STREET NE,WA,98002,(253) 887-7796,(253) 833-1232,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,ANNA MANANGAN,Resident Manager,No response,No response,maplegardenafh@hotmail.com,(425)223-6802 (Mobile),1,3
MAPLE LEAF HOME,AF,617300,This variable does not exist for Adult Family Homes,8817 15TH AVE NE,SEATTLE,WA,98115,King,8817 15TH AVE NE,WA,98115,(206) 517-5742,(206) 735-7677,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Lev Drachenko,Representative,3,3,drachenko@yahoo.com/Levdracheako@gmail.com,(206)852-6464 (Mobile),2,4
MAPLE LEAF HOME II,AF,721700,This variable does not exist for Adult Family Homes,1721 NE 146TH ST,SHORELINE,WA,98155,King,8817 15TH AVE NE,WA,98115,(206) 365-3888,(206) 735-7677,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Zoya Drachenko,Resident Manager,3,3,levdrachenko@gmail.com,(206)852-6464 (Mobile),2,1
MARDANA HOMES,AF,691700,This variable does not exist for Adult Family Homes,9505 240TH AVE SE,ISSAQUAH,WA,98027,King,9505 240TH AVE SE,WA,98027,(425) 392-2646,,3,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Mark Wasilewski,Provider,No response,No response,mardanasam@yahoo.com,(425)442-0156 (Mobile),1,2
MARI'S HOME CARE INC,AF,752946,This variable does not exist for Adult Family Homes,13823 119TH AVENUE NE,KIRKLAND,WA,98034,King,13823 119TH AVENUE NE,WA,98034,(425) 820-7507,(425) 814-4989,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Alin Rujoni,Resident Manager,0,5,alinrujoni@yahoo.com,(206)228-9191 (Mobile),1,2
Mariana's AFH Inc,AF,752734,This variable does not exist for Adult Family Homes,8952 - 121st Ave SE,Newcastle,WA,98056,King,8952 - 121st Ave SE,WA,98056,(425) 226-6531,(425) 226-2493,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Ilie Antonescu,Resident Manager,4,5,marianaantonescu1@yahoo.com,(425)221-0867 (Mobile),1,2
Mariana's AFH Inc,AF,753877,This variable does not exist for Adult Family Homes,12183 SE 91st Street,Newcastle,WA,98056,King,12183 SE 91st Street,WA,98056,(425) 271-2723,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Aurelia Otonoga,Resident Manager,4,6,marianaantoescu1@yahoo.com,(425)221-0867 (Mobile),1,2
MARIANAS AFH Inc,AF,751731,This variable does not exist for Adult Family Homes,14406 164TH PLACE SE,RENTON,WA,98059,King,14406 164TH PLACE SE,WA,98059,(425) 271-4018,(425) 271-4898,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Mariana Antonescu,Resident Manager,7,4,marianaantonescu1@yahoo.com,(425)221-0867 (Mobile),1,3
MARIAS AFH,AF,750057,This variable does not exist for Adult Family Homes,17012 NE 20TH ST,BELLEVUE,WA,98008,King,17012 NE 20TH ST,WA,98008,(425) 562-3473,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Maria Palanciuc,Provider,4,5,victorpalanciuc@yahoo.com,(206)992-1634 (Mobile),1,2
MARICAS ADULT FAMILY HOME,AF,751557,This variable does not exist for Adult Family Homes,130 164TH AVE NE,BELLEVUE,WA,98008,King,130 164TH AVE NE,WA,98008,(425) 746-4113,(425) 378-9444,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Greg Russ,Resident Manager,2,6,NA,(425)444-4144 (Mobile),1,2
MARICRIS TUGADE ADULT FAMILY HOME,AF,642001,This variable does not exist for Adult Family Homes,11713 87TH AVE S,SEATTLE,WA,98178,King,11713 87th Ave. S,WA,98178,(206) 772-0996,(206) 772-4901,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,PAUL LOPEZ,Resident Manager,4,5,Maricris_Tugade@yahoo.com,(206)739-7485 (Mobile),1,4
MARINE VIEW AFH 1 INC,AF,753593,This variable does not exist for Adult Family Homes,2804 SW 315TH ST,FEDERAL WAY,WA,98023,King,2804 SW 315TH ST,WA,98023,(253) 927-0285,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Ayda Abraha,Resident Manager,2,5,aydazyada@yahoomail.com,(240)640-2057 (Mobile),1,3
MARVI HOME CARE,AF,301203,This variable does not exist for Adult Family Homes,729 N 203RD ST,SHORELINE,WA,98133,King,729 N 203RD ST,WA,98133,(206) 546-8647,,4,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Marlene Franada,Provider,No response,No response,marlene.franada@gmail.com,NA,1,1
MAYVALLEY GOLDEN AGE AFH,AF,752033,This variable does not exist for Adult Family Homes,12210 176TH AVE SE,RENTON,WA,98059,King,12210 176TH AVE SE,WA,98059,(425) 282-4636,(425) 572-6095,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,IOSIF LUTA,Resident Manager,2,0,NA,(206)240-7630 (Mobile),2,3
Maywood Hills Adult Family Home LLC,AF,753523,This variable does not exist for Adult Family Homes,19105 107TH PL NE,BOTHELL,WA,98011,King,19105 107TH PL NE,WA,98011,(425) 481-9632,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Gabreil Alemayehu,Resident Manager,0,3,maywoodhills.afh@gmail.com,(425)770-9178 (Mobile),1,1
MEADOW BROOK ADULT FAMILY HOME LLC,AF,752506,This variable does not exist for Adult Family Homes,700 2ND AVENUE SOUTH,KENT,WA,98032,King,700 2ND AVENUE SOUTH,WA,98032,(206) 612-0692,(425) 606-4308,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Jane Njuguna,Resident Manager,5,6,NA,(206)612-0692 (Mobile),1,3
Meadow Crest Senior Home LLC,AF,753632,This variable does not exist for Adult Family Homes,2821 NE 16th St,Renton,WA,98056,King,2821 NE 16th St,WA,98056,(206) 407-7210,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Gurminder Kaur,Resident Manager,4,6,gkjaswal41@gmail.com,(206)407-7210 (Mobile),1,3
MEADOWGREEN AFH,AF,750040,This variable does not exist for Adult Family Homes,12109 SOUTHEAST 223RD DRIVE,KENT,WA,98031,King,12109 SOUTHEAST 223RD DRIVE,WA,98031,(253) 638-7452,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Pastita Scrieciu,Provider,4,6,scrieciupastita@yahoo.com,(253)222-9629 (Mobile),1,3
MEDIATRIX ADULT FAMILY HOME,AF,750274,This variable does not exist for Adult Family Homes,16608 NE 19TH PL,BELLEVUE,WA,98008,King,16608 NE 19TH PL,WA,98008,(425) 562-2601,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Rowena Miller,Resident Manager,3,6,rowenamiller@comcast.net,NA,1,2
MEDINA ADULT FAMILY HOME,AF,750391,This variable does not exist for Adult Family Homes,31026 26TH AVE S,FEDERAL WAY,WA,98003,King,31026 26TH AVE S,WA,98003,(253) 941-1015,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Maricel Bagani,Provider,4,6,medinaafh@aol.com,NA,1,3
Mercy Adult Family Home LLC,AF,753938,This variable does not exist for Adult Family Homes,1812 N 189TH ST,SHORELINE,WA,98133,King,1812 N 189TH ST,WA,98133,(206) 801-7846,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Samuel Alemu,Resident Manager,2,6,mercyafh@gmail.com,(206)766-0570 (Mobile),1,1
MERIDIAN II,AF,541601,This variable does not exist for Adult Family Homes,4802 SW 325TH PLACE,FEDERAL WAY,WA,98023,King,4802 SW 325TH PLACE,WA,98093,(253) 517-3420,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Johnny Catungal,Resident Manager,2,5,meridianafhllc@comcast.net,(253)670-9239 (Mobile),1,3
Merriment Adult Family Home LLC,AF,752944,This variable does not exist for Adult Family Homes,1014 Shelton Ave NE,Renton,WA,98056,King,1014 Shelton Ave NE,WA,98056,(425) 264-3889,(206) 512-3469,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Esther Ndungu,Resident Manager,5,5,mmafh@outlook.com,(425)443-8816 (Mobile),1,3
MICHELLE'S ADULT FAMILY HOME,AF,752127,This variable does not exist for Adult Family Homes,14923 28TH LANE S,SEATAC,WA,98188,King,14923 28TH LANE S,WA,98188,(206) 431-2813,(206) 439-7411,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Perla Andres,Resident Manager,3,6,asausa56@hotmail.com,(206)354-2083 (Mobile),1,3
MILES ADULT FAMILY HOME,AF,750457,This variable does not exist for Adult Family Homes,849 S 327TH ST,FEDERAL WAY,WA,98003,King,849 S 327TH ST,WA,98003,(253) 529-8750,(253) 322-5290,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,MICHAEL MILES,Representative,3,6,MICHAEL_MILES@COMCAST.NET,(253)737-8605 (Mobile),1,3
Mileta TLC Home,AF,754481,This variable does not exist for Adult Family Homes,5608 SW HANFORD ST,SEATTLE,WA,98116,King,5608 SW HANFORD ST,WA,98116,(206) 935-6447,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,NA,NA,NA,NA,NA,NA,1,4
MILLCREEK ADULT FAMILY HOMES II,AF,520702,This variable does not exist for Adult Family Homes,504 N 179TH PLACE,SEATTLE,WA,98133,King,16000 75th Pl W,WA,98026,(206) 542-5129,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,GEORGIANNE ESCARTIN,Resident Manager,No response,No response,millcreekafh@comcast.net,NA,3,4
MILLCREEK AFH III,AF,649300,This variable does not exist for Adult Family Homes,17734 2ND PL NE,SHORELINE,WA,98155,King,16000 75th Pl W,WA,98026,(206) 687-7158,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Joe Olarte,Resident Manager,4,5,NA,NA,3,1
MILLCREEK AFH INC IV,AF,750702,This variable does not exist for Adult Family Homes,12024 GREENWOOD AVE N,SEATTLE,WA,98133,King,16000 75TH PL W,WA,98026,(206) 362-2527,(425) 743-4941,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,TriniAnn Pina-Duvall,Resident Manager,4,6,millcreekafh@comcast.net,NA,3,4
MIMIS ADULT FAMILY HOME,AF,568001,This variable does not exist for Adult Family Homes,811 10TH ST NE,AUBURN,WA,98002,King,811 10TH ST NE,WA,98002,(253) 735-6689,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Margareta Tirtu,Provider,4,5,mimituti@hotmail.com,NA,1,3
MIMOS ADULT FAMILY HOME,AF,750653,This variable does not exist for Adult Family Homes,29224 45TH PL S,AUBURN,WA,98001,King,29224 45TH PL S,WA,98001,(206) 429-2658,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,HANNA HINGA,Resident Manager,3,6,NA,NA,1,3
Minda's Adult Family Home,AF,298800,This variable does not exist for Adult Family Homes,3915 S WARSAW ST,SEATTLE,WA,98118,King,3915 S WARSAW ST,WA,98118,(206) 725-1938,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Luzviminda Mc Carthy,Provider,No response,No response,NA,NA,1,4
MIRACLE HOME CARE AFH,AF,595301,This variable does not exist for Adult Family Homes,11216 NE 149TH ST,KIRKLAND,WA,98034,King,11216 NE 149TH ST,WA,98034,(425) 481-0307,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Valentina Guseva,Provider,2,4,NA,(206)877-2646 (Mobile),1,2
Mirror Lake Manor LLC,AF,753756,This variable does not exist for Adult Family Homes,416 South 306th Street,Federal Way,WA,98003,King,416 South 306th Street,WA,98003,(206) 212-4165,,4,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Abraham Elauria,Resident Manager,2,4,mirrorlakemanor@gmail.com,(253)678-6113 (Mobile),1,3
MORARU COMFORT CARE INC,AF,750542,This variable does not exist for Adult Family Homes,6012 129TH AVE SE,BELLEVUE,WA,98006,King,6012 129TH AVE SE,WA,98006,(425) 649-8433,(206) 362-3074,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,LILIA MORARU,Representative,3,5,NA,"(206)588-9036 (Mobile)
(425)495-7280 (Mobile)",1,2
Morning Shine LLC,AF,754392,This variable does not exist for Adult Family Homes,31428 28th Pl SW,Federal Way,WA,98023,King,31428 28th Pl SW,WA,98023,(253) 719-8901,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Sara Hailemariam,Resident Manager,2,5,Sarasnakew@gmail.com,(206)946-2226 (Mobile),1,3
MORNINGSIDE INC,AF,152100,This variable does not exist for Adult Family Homes,3245 NE 96TH ST,SEATTLE,WA,98115,King,3246 NE 96th St,WA,98115,(206) 522-7902,,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Juan Benedetto,Resident Manager,12,5,NA,NA,1,4
MORNINGSIDE INC AFH,AF,355400,This variable does not exist for Adult Family Homes,3246 NE 96TH STREET,SEATTLE,WA,98115,King,3239 NE 96th St,WA,98115,(206) 522-7902,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Elizabeth Benedetto,Representative,12,6,elizabeth.morningside@yahoo.com,NA,1,4
MOUNTFOREST VIEW,AF,561100,This variable does not exist for Adult Family Homes,15028 25TH AVE NE,SHORELINE,WA,98155,King,15028 25TH AVE NE,WA,98155,(206) 362-0862,,2,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Ivon Venero,Provider,0,0,NA,NA,1,1
Nadia's Adult Family LLC,AF,752807,This variable does not exist for Adult Family Homes,27621 125th Avenue SE,Kent,WA,98030,King,27621 125th Avenue SE,WA,98030,(206) 698-6155,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Usha Pandey,Resident Manager,3,6,pandeyusha@hotmail.com,(206)353-5053 (Mobile),1,3
NADIYA ADULT FAMILY HOME,AF,751625,This variable does not exist for Adult Family Homes,325 5TH AVE N,ALGONA,WA,98001,King,325 5TH AVE N,WA,98001,(253) 887-9760,(253) 887-8310,3,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Nelya Terletska,Resident Manager,1,1,nellinka2012@yahoo.com,(206)859-0562 (Mobile),1,3
Namaste Adult Family Home LLC,AF,753668,This variable does not exist for Adult Family Homes,711 Hilltop Ave,Kent,WA,98031,King,711 Hilltop Ave,WA,98031,(253) 487-5169,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Tara Aryal,Resident Manager,3,5,namasteafh@gmail.com,(253)426-9820 (Mobile),1,3
Nancy AFH LLC,AF,753319,This variable does not exist for Adult Family Homes,1605 151ST AVE NE,BELLEVUE,WA,98007,King,1605 151ST AVE NE,WA,98007,(425) 449-8541,(425) 449-8541,5,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Nan Cai,Resident Manager,4,4,nancycainan@hotmail.com,(425)381-5816 (Mobile),1,2
NANU'S AFH,AF,750319,This variable does not exist for Adult Family Homes,11633 SE 284TH ST,AUBURN,WA,98092,King,11633 SE 284TH ST,WA,98092,(253) 277-2413,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Shreya Shrestha,Resident Manager,3,6,NanusAFH@hotmail.com,NA,1,3
NATALIA'S LOVING CARE AFH,AF,752499,This variable does not exist for Adult Family Homes,14026 19TH AVE NE,SEATTLE,WA,98125,King,14026 19TH AVE NE,WA,98125,(206) 440-7327,(206) 417-3668,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,NATALIA SAJIN,Resident Manager,No response,No response,sajin_family@yahoo.com,(425)647-5385 (Mobile),1,4
NC ADULT FAMILY HOME,AF,750310,This variable does not exist for Adult Family Homes,13726 SE 23RD LN,BELLEVUE,WA,98005,King,4932 163RD PL SE,WA,98006,(425) 643-2796,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Neon Corpuz,Resident Manager,10,5,n.corpuz@juno.com,NA,1,2
ND'S ADULT FAMILY HOME ,AF,752351,This variable does not exist for Adult Family Homes,1635 S 244TH PLACE,DES MOINES,WA,98198,King,2123 S 248TH STREET,WA,98032,(206) 824-1112,(206) 870-2726,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Ndidi Odoemene,Resident Manager,No response,No response,NA,(206)355-6981 (Mobile),2,3
ND'S ADULT FAMILY HOME,AF,752698,This variable does not exist for Adult Family Homes,4260 S 184TH ST,SEATAC,WA,98188,King,16355 244TH PLACE,WA,98198,(206) 870-2726,(206) 870-2726,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Ekene odoemene,Resident Manager,2,6,NA,(206)355-6981 (Mobile),1,3
NDEN AFH,AF,569301,This variable does not exist for Adult Family Homes,19819 FREMONT AVE N,SHORELINE,WA,98133,King,19819 FREMONT AVE N,WA,98133,(206) 533-6286,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Yadicon Ceesay,Provider,No response,No response,dicon27@yahoo.com,NA,1,1
NDS ADULT FAMILY HOME,AF,432001,This variable does not exist for Adult Family Homes,2123 S 248TH,KENT,WA,98032,King,2123 S 248TH ST,WA,98032,(206) 870-2726,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,Jessica White,Resident Manager,2,6,NA,(206)355-6981 (Mobile),2,3
New Angel Adult Family Home Inc,AF,754251,This variable does not exist for Adult Family Homes,31219 7TH AVE S,FEDERAL WAY,WA,98003,King,31219 7TH AVE S,WA,98003,(253) 529-0611,,6,https://fortress.wa.gov/dshs/adsaapps/Lookup/AFHAdvLookup.aspx,NA,ZAMARITH RAILEANU,Resident Manager,No response,No response,angieraileanu@hotmail.com,(206)963-2981 (Mobile),1,3
